id,origin_base,origin_location,origin_code,departure_date,departure_time,destination_base,destination_location,destination_code,status,base_price
1136,Italy,Venice,VCE,05/12/2024,06:00,London,Heathrow,LHR,ONTIME,210
1137,Italy,Venice,VCE,05/12/2024,13:30,London,Heathrow,LHR,ONTIME,210
1138,London,Heathrow,LHR,05/12/2024,06:00,Italy,Florence,FLR,ONTIME,205
1139,London,Heathrow,LHR,05/12/2024,07:30,Italy,Florence,FLR,ONTIME,205
1140,London,Heathrow,LHR,05/12/2024,09:00,Italy,Florence,FLR,ONTIME,205
1141,Italy,Florence,FLR,05/12/2024,18:00,London,Heathrow,LHR,ONTIME,205
1142,Italy,Naples,NAP,05/12/2024,06:00,London,Heathrow,LHR,ONTIME,230
1143,London,Gatwick,LGW,05/12/2024,06:00,Italy,Rome,FCO,ONTIME,200
1144,London,Gatwick,LGW,05/12/2024,18:00,Italy,Rome,FCO,ONTIME,200
1145,London,Gatwick,LGW,05/12/2024,19:30,Italy,Rome,FCO,ONTIME,200
1146,Italy,Venice,VCE,05/12/2024,06:00,London,Gatwick,LGW,DELAYED,195
1147,Italy,Venice,VCE,05/12/2024,07:30,London,Gatwick,LGW,DELAYED,195
1148,Italy,Venice,VCE,05/12/2024,15:00,London,Gatwick,LGW,DELAYED,195
1149,London,Gatwick,LGW,05/12/2024,15:00,Italy,Florence,FLR,ONTIME,185
1150,Italy,Florence,FLR,05/12/2024,12:00,London,Gatwick,LGW,ONTIME,185
1151,Italy,Florence,FLR,05/12/2024,13:30,London,Gatwick,LGW,ONTIME,185
1152,London,Gatwick,LGW,05/12/2024,06:00,Italy,Naples,NAP,ONTIME,210
1153,London,Gatwick,LGW,05/12/2024,10:30,Italy,Naples,NAP,ONTIME,210
1154,London,Gatwick,LGW,05/12/2024,12:00,Italy,Naples,NAP,DELAYED,210
1155,London,Stansted,STN,05/12/2024,16:30,Italy,Rome,FCO,ONTIME,180
1156,London,Stansted,STN,05/12/2024,09:00,Italy,Milan,MXP,ONTIME,175
1157,London,Stansted,STN,05/12/2024,16:30,Italy,Milan,MXP,ONTIME,175
1158,Italy,Milan,MXP,05/12/2024,06:00,London,Stansted,STN,ONTIME,175
1159,Italy,Milan,MXP,05/12/2024,07:30,London,Stansted,STN,ONTIME,175
1160,London,Stansted,STN,05/12/2024,15:00,Italy,Venice,VCE,ONTIME,180
1161,Italy,Venice,VCE,05/12/2024,13:30,London,Stansted,STN,ONTIME,180
1162,Italy,Venice,VCE,05/12/2024,18:00,London,Stansted,STN,ONTIME,180
1163,Italy,Florence,FLR,05/12/2024,07:30,London,Stansted,STN,ONTIME,170
1164,Italy,Florence,FLR,05/12/2024,09:00,London,Stansted,STN,ONTIME,170
1165,London,Stansted,STN,05/12/2024,13:30,Italy,Naples,NAP,ONTIME,190
1166,Italy,Naples,NAP,05/12/2024,09:00,London,Stansted,STN,ONTIME,190
1167,London,Luton,LTN,05/12/2024,10:30,Italy,Rome,FCO,DELAYED,175
1168,Italy,Rome,FCO,05/12/2024,21:00,London,Luton,LTN,ONTIME,175
1169,London,Luton,LTN,05/12/2024,07:30,Italy,Milan,MXP,ONTIME,170
1170,London,Luton,LTN,05/12/2024,18:00,Italy,Milan,MXP,ONTIME,170
1171,London,Luton,LTN,05/12/2024,19:30,Italy,Milan,MXP,ONTIME,170
1172,Italy,Milan,MXP,05/12/2024,09:00,London,Luton,LTN,ONTIME,170
1173,Italy,Milan,MXP,05/12/2024,21:00,London,Luton,LTN,ONTIME,170
1174,London,Luton,LTN,05/12/2024,16:30,Italy,Venice,VCE,ONTIME,175
1175,London,Luton,LTN,05/12/2024,21:00,Italy,Venice,VCE,ONTIME,175
1176,London,Luton,LTN,05/12/2024,06:00,Italy,Florence,FLR,ONTIME,165
1177,London,Luton,LTN,05/12/2024,12:00,Italy,Florence,FLR,ONTIME,165
1178,London,Luton,LTN,05/12/2024,16:30,Italy,Florence,FLR,DELAYED,165
1179,Italy,Florence,FLR,05/12/2024,07:30,London,Luton,LTN,DELAYED,165
1180,Italy,Naples,NAP,05/12/2024,09:00,London,Luton,LTN,DELAYED,185
1181,London,London City,LCY,05/12/2024,09:00,Italy,Rome,FCO,DELAYED,250
1182,Italy,Rome,FCO,05/12/2024,13:30,London,London City,LCY,ONTIME,250
1183,Italy,Rome,FCO,05/12/2024,18:00,London,London City,LCY,DELAYED,250
1184,Italy,Milan,MXP,05/12/2024,09:00,London,London City,LCY,ONTIME,240
1185,Italy,Milan,MXP,05/12/2024,15:00,London,London City,LCY,ONTIME,240
1186,Italy,Venice,VCE,05/12/2024,06:00,London,London City,LCY,ONTIME,245
1187,Italy,Venice,VCE,05/12/2024,07:30,London,London City,LCY,DELAYED,245
1188,Italy,Venice,VCE,05/12/2024,10:30,London,London City,LCY,ONTIME,245
1189,London,London City,LCY,05/12/2024,09:00,Italy,Florence,FLR,DELAYED,235
1190,Italy,Florence,FLR,05/12/2024,07:30,London,London City,LCY,ONTIME,235
1191,Italy,Florence,FLR,05/12/2024,15:00,London,London City,LCY,ONTIME,235
1192,Italy,Florence,FLR,05/12/2024,21:00,London,London City,LCY,ONTIME,235
1193,Italy,Naples,NAP,05/12/2024,15:00,London,London City,LCY,ONTIME,260
1194,London,Heathrow,LHR,06/12/2024,15:00,Italy,Rome,FCO,ONTIME,220
1195,London,Heathrow,LHR,06/12/2024,16:30,Italy,Rome,FCO,ONTIME,220
1196,London,Heathrow,LHR,06/12/2024,06:00,Italy,Milan,MXP,DELAYED,200
1197,London,Heathrow,LHR,06/12/2024,21:00,Italy,Milan,MXP,ONTIME,200
1198,Italy,Milan,MXP,06/12/2024,07:30,London,Heathrow,LHR,ONTIME,200
1199,London,Heathrow,LHR,06/12/2024,21:00,Italy,Venice,VCE,ONTIME,210
1200,Italy,Venice,VCE,06/12/2024,07:30,London,Heathrow,LHR,ONTIME,210
1201,Italy,Venice,VCE,06/12/2024,18:00,London,Heathrow,LHR,ONTIME,210
1202,London,Heathrow,LHR,06/12/2024,10:30,Italy,Florence,FLR,ONTIME,205
1203,London,Heathrow,LHR,06/12/2024,16:30,Italy,Florence,FLR,ONTIME,205
1204,Italy,Florence,FLR,06/12/2024,07:30,London,Heathrow,LHR,ONTIME,205
1205,Italy,Florence,FLR,06/12/2024,15:00,London,Heathrow,LHR,ONTIME,205
1206,Italy,Florence,FLR,06/12/2024,18:00,London,Heathrow,LHR,ONTIME,205
1207,Italy,Naples,NAP,06/12/2024,12:00,London,Heathrow,LHR,ONTIME,230
1208,London,Gatwick,LGW,06/12/2024,09:00,Italy,Rome,FCO,ONTIME,200
1209,London,Gatwick,LGW,06/12/2024,10:30,Italy,Rome,FCO,ONTIME,200
1210,London,Gatwick,LGW,06/12/2024,13:30,Italy,Rome,FCO,ONTIME,200
1211,Italy,Milan,MXP,06/12/2024,07:30,London,Gatwick,LGW,ONTIME,190
1212,Italy,Milan,MXP,06/12/2024,13:30,London,Gatwick,LGW,ONTIME,190
1213,Italy,Milan,MXP,06/12/2024,21:00,London,Gatwick,LGW,ONTIME,190
1214,London,Gatwick,LGW,06/12/2024,07:30,Italy,Venice,VCE,ONTIME,195
1215,London,Gatwick,LGW,06/12/2024,13:30,Italy,Venice,VCE,ONTIME,195
1216,Italy,Venice,VCE,06/12/2024,09:00,London,Gatwick,LGW,ONTIME,195
1217,Italy,Venice,VCE,06/12/2024,16:30,London,Gatwick,LGW,ONTIME,195
1218,Italy,Venice,VCE,06/12/2024,18:00,London,Gatwick,LGW,ONTIME,195
1219,London,Gatwick,LGW,06/12/2024,06:00,Italy,Florence,FLR,ONTIME,185
1220,London,Gatwick,LGW,06/12/2024,09:00,Italy,Florence,FLR,ONTIME,185
1221,London,Gatwick,LGW,06/12/2024,15:00,Italy,Florence,FLR,ONTIME,185
1222,Italy,Florence,FLR,06/12/2024,16:30,London,Gatwick,LGW,ONTIME,185
1223,London,Gatwick,LGW,06/12/2024,07:30,Italy,Naples,NAP,ONTIME,210
1224,London,Gatwick,LGW,06/12/2024,09:00,Italy,Naples,NAP,ONTIME,210
1225,London,Gatwick,LGW,06/12/2024,12:00,Italy,Naples,NAP,ONTIME,210
1226,Italy,Naples,NAP,06/12/2024,09:00,London,Gatwick,LGW,DELAYED,210
1227,Italy,Naples,NAP,06/12/2024,10:30,London,Gatwick,LGW,ONTIME,210
1228,Italy,Naples,NAP,06/12/2024,18:00,London,Gatwick,LGW,DELAYED,210
1229,London,Stansted,STN,06/12/2024,10:30,Italy,Rome,FCO,ONTIME,180
1230,London,Stansted,STN,06/12/2024,13:30,Italy,Rome,FCO,DELAYED,180
1231,London,Stansted,STN,06/12/2024,21:00,Italy,Rome,FCO,ONTIME,180
1232,Italy,Rome,FCO,06/12/2024,15:00,London,Stansted,STN,ONTIME,180
1233,London,Stansted,STN,06/12/2024,09:00,Italy,Milan,MXP,DELAYED,175
1234,London,Stansted,STN,06/12/2024,10:30,Italy,Milan,MXP,ONTIME,175
1235,Italy,Milan,MXP,06/12/2024,21:00,London,Stansted,STN,ONTIME,175
1236,London,Stansted,STN,06/12/2024,06:00,Italy,Venice,VCE,ONTIME,180
1237,London,Stansted,STN,06/12/2024,09:00,Italy,Venice,VCE,ONTIME,180
1238,Italy,Venice,VCE,06/12/2024,12:00,London,Stansted,STN,ONTIME,180
1239,Italy,Venice,VCE,06/12/2024,13:30,London,Stansted,STN,ONTIME,180
1240,Italy,Venice,VCE,06/12/2024,15:00,London,Stansted,STN,ONTIME,180
1241,London,Stansted,STN,06/12/2024,16:30,Italy,Florence,FLR,ONTIME,170
1242,London,Stansted,STN,06/12/2024,19:30,Italy,Naples,NAP,ONTIME,190
1243,Italy,Naples,NAP,06/12/2024,07:30,London,Stansted,STN,ONTIME,190
1244,Italy,Naples,NAP,06/12/2024,21:00,London,Stansted,STN,ONTIME,190
1245,Italy,Rome,FCO,06/12/2024,07:30,London,Luton,LTN,ONTIME,175
1246,London,Luton,LTN,06/12/2024,10:30,Italy,Milan,MXP,ONTIME,170
1247,London,Luton,LTN,06/12/2024,13:30,Italy,Milan,MXP,ONTIME,170
1248,London,Luton,LTN,06/12/2024,18:00,Italy,Milan,MXP,DELAYED,170
1249,Italy,Milan,MXP,06/12/2024,09:00,London,Luton,LTN,ONTIME,170
1250,Italy,Milan,MXP,06/12/2024,12:00,London,Luton,LTN,ONTIME,170
1251,Italy,Milan,MXP,06/12/2024,19:30,London,Luton,LTN,ONTIME,170
1252,London,Luton,LTN,06/12/2024,18:00,Italy,Venice,VCE,ONTIME,175
1253,Italy,Venice,VCE,06/12/2024,18:00,London,Luton,LTN,DELAYED,175
1254,London,Luton,LTN,06/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
1255,Italy,Florence,FLR,06/12/2024,16:30,London,Luton,LTN,ONTIME,165
1256,Italy,Florence,FLR,06/12/2024,19:30,London,Luton,LTN,ONTIME,165
1257,Italy,Naples,NAP,06/12/2024,18:00,London,Luton,LTN,ONTIME,185
1258,Italy,Naples,NAP,06/12/2024,21:00,London,Luton,LTN,ONTIME,185
1259,London,London City,LCY,06/12/2024,07:30,Italy,Rome,FCO,ONTIME,250
1260,London,London City,LCY,06/12/2024,09:00,Italy,Rome,FCO,ONTIME,250
1261,London,London City,LCY,06/12/2024,13:30,Italy,Rome,FCO,ONTIME,250
1262,London,London City,LCY,06/12/2024,09:00,Italy,Milan,MXP,ONTIME,240
1263,London,London City,LCY,06/12/2024,18:00,Italy,Milan,MXP,ONTIME,240
1264,Italy,Milan,MXP,06/12/2024,06:00,London,London City,LCY,DELAYED,240
1265,London,London City,LCY,06/12/2024,19:30,Italy,Venice,VCE,ONTIME,245
1266,Italy,Venice,VCE,06/12/2024,12:00,London,London City,LCY,ONTIME,245
1267,Italy,Venice,VCE,06/12/2024,18:00,London,London City,LCY,ONTIME,245
1268,Italy,Venice,VCE,06/12/2024,19:30,London,London City,LCY,ONTIME,245
1269,London,London City,LCY,06/12/2024,15:00,Italy,Florence,FLR,ONTIME,235
1270,Italy,Florence,FLR,06/12/2024,07:30,London,London City,LCY,DELAYED,235
1271,Italy,Florence,FLR,06/12/2024,10:30,London,London City,LCY,ONTIME,235
1272,Italy,Florence,FLR,06/12/2024,21:00,London,London City,LCY,ONTIME,235
1273,London,London City,LCY,06/12/2024,07:30,Italy,Naples,NAP,ONTIME,260
1274,London,Heathrow,LHR,07/12/2024,19:30,Italy,Rome,FCO,DELAYED,220
1275,London,Heathrow,LHR,07/12/2024,21:00,Italy,Rome,FCO,ONTIME,220
1276,Italy,Rome,FCO,07/12/2024,06:00,London,Heathrow,LHR,ONTIME,220
1277,Italy,Rome,FCO,07/12/2024,18:00,London,Heathrow,LHR,ONTIME,220
1278,Italy,Rome,FCO,07/12/2024,21:00,London,Heathrow,LHR,ONTIME,220
1279,London,Heathrow,LHR,07/12/2024,09:00,Italy,Milan,MXP,ONTIME,200
1280,Italy,Venice,VCE,07/12/2024,07:30,London,Heathrow,LHR,ONTIME,210
1281,Italy,Venice,VCE,07/12/2024,19:30,London,Heathrow,LHR,ONTIME,210
1282,Italy,Venice,VCE,07/12/2024,21:00,London,Heathrow,LHR,ONTIME,210
1283,Italy,Florence,FLR,07/12/2024,06:00,London,Heathrow,LHR,ONTIME,205
1284,Italy,Florence,FLR,07/12/2024,15:00,London,Heathrow,LHR,ONTIME,205
1285,London,Heathrow,LHR,07/12/2024,10:30,Italy,Naples,NAP,DELAYED,230
1286,London,Heathrow,LHR,07/12/2024,15:00,Italy,Naples,NAP,ONTIME,230
1287,Italy,Naples,NAP,07/12/2024,21:00,London,Heathrow,LHR,ONTIME,230
1288,Italy,Rome,FCO,07/12/2024,06:00,London,Gatwick,LGW,ONTIME,200
1289,Italy,Rome,FCO,07/12/2024,21:00,London,Gatwick,LGW,ONTIME,200
1290,London,Gatwick,LGW,07/12/2024,07:30,Italy,Milan,MXP,ONTIME,190
1291,London,Gatwick,LGW,07/12/2024,19:30,Italy,Venice,VCE,ONTIME,195
1292,Italy,Venice,VCE,07/12/2024,09:00,London,Gatwick,LGW,ONTIME,195
1293,London,Gatwick,LGW,07/12/2024,07:30,Italy,Florence,FLR,ONTIME,185
1294,London,Gatwick,LGW,07/12/2024,19:30,Italy,Florence,FLR,ONTIME,185
1295,London,Gatwick,LGW,07/12/2024,21:00,Italy,Florence,FLR,ONTIME,185
1296,Italy,Florence,FLR,07/12/2024,21:00,London,Gatwick,LGW,ONTIME,185
1297,Italy,Naples,NAP,07/12/2024,10:30,London,Gatwick,LGW,ONTIME,210
1298,Italy,Naples,NAP,07/12/2024,15:00,London,Gatwick,LGW,ONTIME,210
1299,Italy,Naples,NAP,07/12/2024,18:00,London,Gatwick,LGW,ONTIME,210
1300,Italy,Rome,FCO,07/12/2024,10:30,London,Stansted,STN,DELAYED,180
1301,London,Stansted,STN,07/12/2024,09:00,Italy,Venice,VCE,ONTIME,180
1302,London,Stansted,STN,07/12/2024,18:00,Italy,Venice,VCE,ONTIME,180
1303,London,Stansted,STN,07/12/2024,19:30,Italy,Venice,VCE,ONTIME,180
1304,Italy,Venice,VCE,07/12/2024,13:30,London,Stansted,STN,ONTIME,180
1305,London,Stansted,STN,07/12/2024,12:00,Italy,Florence,FLR,ONTIME,170
1306,London,Stansted,STN,07/12/2024,19:30,Italy,Florence,FLR,ONTIME,170
1307,Italy,Florence,FLR,07/12/2024,15:00,London,Stansted,STN,ONTIME,170
1308,Italy,Florence,FLR,07/12/2024,16:30,London,Stansted,STN,ONTIME,170
1309,London,Stansted,STN,07/12/2024,10:30,Italy,Naples,NAP,DELAYED,190
1310,London,Stansted,STN,07/12/2024,15:00,Italy,Naples,NAP,ONTIME,190
1311,London,Stansted,STN,07/12/2024,16:30,Italy,Naples,NAP,ONTIME,190
1312,London,Luton,LTN,07/12/2024,12:00,Italy,Rome,FCO,ONTIME,175
1313,London,Luton,LTN,07/12/2024,13:30,Italy,Rome,FCO,ONTIME,175
1314,London,Luton,LTN,07/12/2024,19:30,Italy,Rome,FCO,ONTIME,175
1315,London,Luton,LTN,07/12/2024,06:00,Italy,Milan,MXP,ONTIME,170
1316,London,Luton,LTN,07/12/2024,09:00,Italy,Milan,MXP,ONTIME,170
1317,London,Luton,LTN,07/12/2024,10:30,Italy,Milan,MXP,DELAYED,170
1318,Italy,Milan,MXP,07/12/2024,09:00,London,Luton,LTN,DELAYED,170
1319,Italy,Milan,MXP,07/12/2024,16:30,London,Luton,LTN,DELAYED,170
1320,London,Luton,LTN,07/12/2024,06:00,Italy,Venice,VCE,ONTIME,175
1321,London,Luton,LTN,07/12/2024,07:30,Italy,Venice,VCE,DELAYED,175
1322,London,Luton,LTN,07/12/2024,18:00,Italy,Venice,VCE,ONTIME,175
1323,Italy,Venice,VCE,07/12/2024,06:00,London,Luton,LTN,ONTIME,175
1324,Italy,Venice,VCE,07/12/2024,13:30,London,Luton,LTN,ONTIME,175
1325,London,Luton,LTN,07/12/2024,12:00,Italy,Florence,FLR,DELAYED,165
1326,London,Luton,LTN,07/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
1327,London,Luton,LTN,07/12/2024,16:30,Italy,Naples,NAP,ONTIME,185
1328,Italy,Naples,NAP,07/12/2024,16:30,London,Luton,LTN,ONTIME,185
1329,Italy,Naples,NAP,07/12/2024,19:30,London,Luton,LTN,DELAYED,185
1330,London,London City,LCY,07/12/2024,12:00,Italy,Rome,FCO,DELAYED,250
1331,London,London City,LCY,07/12/2024,15:00,Italy,Rome,FCO,ONTIME,250
1332,London,London City,LCY,07/12/2024,19:30,Italy,Rome,FCO,ONTIME,250
1333,Italy,Rome,FCO,07/12/2024,09:00,London,London City,LCY,ONTIME,250
1334,Italy,Milan,MXP,07/12/2024,10:30,London,London City,LCY,DELAYED,240
1335,London,London City,LCY,07/12/2024,21:00,Italy,Venice,VCE,ONTIME,245
1336,Italy,Venice,VCE,07/12/2024,09:00,London,London City,LCY,DELAYED,245
1337,London,London City,LCY,07/12/2024,16:30,Italy,Florence,FLR,ONTIME,235
1338,London,London City,LCY,07/12/2024,19:30,Italy,Florence,FLR,ONTIME,235
1339,London,London City,LCY,07/12/2024,21:00,Italy,Florence,FLR,DELAYED,235
1340,Italy,Florence,FLR,07/12/2024,09:00,London,London City,LCY,ONTIME,235
1341,Italy,Florence,FLR,07/12/2024,10:30,London,London City,LCY,ONTIME,235
1342,Italy,Florence,FLR,07/12/2024,21:00,London,London City,LCY,DELAYED,235
1343,London,London City,LCY,07/12/2024,15:00,Italy,Naples,NAP,ONTIME,260
1344,London,London City,LCY,07/12/2024,18:00,Italy,Naples,NAP,ONTIME,260
1345,Italy,Naples,NAP,07/12/2024,06:00,London,London City,LCY,DELAYED,260
1346,Italy,Naples,NAP,07/12/2024,09:00,London,London City,LCY,ONTIME,260
1347,Italy,Naples,NAP,07/12/2024,21:00,London,London City,LCY,ONTIME,260
1348,Italy,Rome,FCO,08/12/2024,06:00,London,Heathrow,LHR,ONTIME,220
1349,Italy,Rome,FCO,08/12/2024,12:00,London,Heathrow,LHR,ONTIME,220
1350,Italy,Rome,FCO,08/12/2024,13:30,London,Heathrow,LHR,DELAYED,220
1351,Italy,Milan,MXP,08/12/2024,10:30,London,Heathrow,LHR,ONTIME,200
1352,Italy,Venice,VCE,08/12/2024,18:00,London,Heathrow,LHR,DELAYED,210
1353,London,Heathrow,LHR,08/12/2024,09:00,Italy,Florence,FLR,DELAYED,205
1354,Italy,Florence,FLR,08/12/2024,12:00,London,Heathrow,LHR,ONTIME,205
1355,London,Heathrow,LHR,08/12/2024,06:00,Italy,Naples,NAP,ONTIME,230
1356,Italy,Naples,NAP,08/12/2024,15:00,London,Heathrow,LHR,ONTIME,230
1357,Italy,Naples,NAP,08/12/2024,18:00,London,Heathrow,LHR,ONTIME,230
1358,Italy,Naples,NAP,08/12/2024,21:00,London,Heathrow,LHR,ONTIME,230
1359,London,Gatwick,LGW,08/12/2024,07:30,Italy,Rome,FCO,DELAYED,200
1360,Italy,Rome,FCO,08/12/2024,13:30,London,Gatwick,LGW,ONTIME,200
1361,Italy,Milan,MXP,08/12/2024,19:30,London,Gatwick,LGW,ONTIME,190
1362,London,Gatwick,LGW,08/12/2024,13:30,Italy,Venice,VCE,ONTIME,195
1363,London,Gatwick,LGW,08/12/2024,15:00,Italy,Venice,VCE,ONTIME,195
1364,Italy,Venice,VCE,08/12/2024,19:30,London,Gatwick,LGW,ONTIME,195
1365,London,Gatwick,LGW,08/12/2024,07:30,Italy,Florence,FLR,ONTIME,185
1366,Italy,Florence,FLR,08/12/2024,10:30,London,Gatwick,LGW,DELAYED,185
1367,Italy,Florence,FLR,08/12/2024,15:00,London,Gatwick,LGW,ONTIME,185
1368,Italy,Florence,FLR,08/12/2024,21:00,London,Gatwick,LGW,ONTIME,185
1369,London,Gatwick,LGW,08/12/2024,06:00,Italy,Naples,NAP,DELAYED,210
1370,London,Gatwick,LGW,08/12/2024,09:00,Italy,Naples,NAP,ONTIME,210
1371,London,Gatwick,LGW,08/12/2024,13:30,Italy,Naples,NAP,DELAYED,210
1372,Italy,Naples,NAP,08/12/2024,12:00,London,Gatwick,LGW,ONTIME,210
1373,London,Stansted,STN,08/12/2024,06:00,Italy,Rome,FCO,DELAYED,180
1374,London,Stansted,STN,08/12/2024,18:00,Italy,Rome,FCO,ONTIME,180
1375,Italy,Rome,FCO,08/12/2024,09:00,London,Stansted,STN,ONTIME,180
1376,Italy,Rome,FCO,08/12/2024,15:00,London,Stansted,STN,ONTIME,180
1377,Italy,Rome,FCO,08/12/2024,19:30,London,Stansted,STN,ONTIME,180
1378,Italy,Milan,MXP,08/12/2024,06:00,London,Stansted,STN,ONTIME,175
1379,Italy,Milan,MXP,08/12/2024,07:30,London,Stansted,STN,ONTIME,175
1380,Italy,Milan,MXP,08/12/2024,15:00,London,Stansted,STN,DELAYED,175
1381,London,Stansted,STN,08/12/2024,12:00,Italy,Venice,VCE,DELAYED,180
1382,London,Stansted,STN,08/12/2024,13:30,Italy,Venice,VCE,ONTIME,180
1383,London,Stansted,STN,08/12/2024,21:00,Italy,Venice,VCE,ONTIME,180
1384,Italy,Venice,VCE,08/12/2024,07:30,London,Stansted,STN,ONTIME,180
1385,Italy,Venice,VCE,08/12/2024,12:00,London,Stansted,STN,ONTIME,180
1386,Italy,Venice,VCE,08/12/2024,19:30,London,Stansted,STN,ONTIME,180
1387,London,Stansted,STN,08/12/2024,09:00,Italy,Florence,FLR,ONTIME,170
1388,London,Stansted,STN,08/12/2024,18:00,Italy,Florence,FLR,ONTIME,170
1389,Italy,Florence,FLR,08/12/2024,12:00,London,Stansted,STN,ONTIME,170
1390,Italy,Florence,FLR,08/12/2024,16:30,London,Stansted,STN,ONTIME,170
1391,Italy,Florence,FLR,08/12/2024,21:00,London,Stansted,STN,DELAYED,170
1392,London,Stansted,STN,08/12/2024,18:00,Italy,Naples,NAP,ONTIME,190
1393,Italy,Naples,NAP,08/12/2024,07:30,London,Stansted,STN,ONTIME,190
1394,Italy,Naples,NAP,08/12/2024,12:00,London,Stansted,STN,ONTIME,190
1395,Italy,Rome,FCO,08/12/2024,10:30,London,Luton,LTN,ONTIME,175
1396,Italy,Rome,FCO,08/12/2024,15:00,London,Luton,LTN,ONTIME,175
1397,Italy,Rome,FCO,08/12/2024,19:30,London,Luton,LTN,DELAYED,175
1398,London,Luton,LTN,08/12/2024,06:00,Italy,Milan,MXP,ONTIME,170
1399,London,Luton,LTN,08/12/2024,12:00,Italy,Milan,MXP,ONTIME,170
1400,London,Luton,LTN,08/12/2024,18:00,Italy,Milan,MXP,ONTIME,170
1401,Italy,Milan,MXP,08/12/2024,07:30,London,Luton,LTN,ONTIME,170
1402,Italy,Milan,MXP,08/12/2024,19:30,London,Luton,LTN,ONTIME,170
1403,Italy,Venice,VCE,08/12/2024,13:30,London,Luton,LTN,ONTIME,175
1404,Italy,Venice,VCE,08/12/2024,18:00,London,Luton,LTN,ONTIME,175
1405,London,Luton,LTN,08/12/2024,07:30,Italy,Florence,FLR,ONTIME,165
1406,London,Luton,LTN,08/12/2024,07:30,Italy,Naples,NAP,ONTIME,185
1407,London,Luton,LTN,08/12/2024,12:00,Italy,Naples,NAP,DELAYED,185
1408,London,Luton,LTN,08/12/2024,19:30,Italy,Naples,NAP,ONTIME,185
1409,Italy,Naples,NAP,08/12/2024,15:00,London,Luton,LTN,ONTIME,185
1410,London,London City,LCY,08/12/2024,09:00,Italy,Rome,FCO,ONTIME,250
1411,London,London City,LCY,08/12/2024,16:30,Italy,Rome,FCO,DELAYED,250
1412,Italy,Rome,FCO,08/12/2024,19:30,London,London City,LCY,ONTIME,250
1413,London,London City,LCY,08/12/2024,13:30,Italy,Milan,MXP,ONTIME,240
1414,Italy,Milan,MXP,08/12/2024,07:30,London,London City,LCY,ONTIME,240
1415,Italy,Venice,VCE,08/12/2024,07:30,London,London City,LCY,ONTIME,245
1416,Italy,Venice,VCE,08/12/2024,09:00,London,London City,LCY,DELAYED,245
1417,Italy,Venice,VCE,08/12/2024,18:00,London,London City,LCY,ONTIME,245
1418,London,Heathrow,LHR,09/12/2024,12:00,Italy,Rome,FCO,ONTIME,220
1419,London,Heathrow,LHR,09/12/2024,16:30,Italy,Rome,FCO,ONTIME,220
1420,London,Heathrow,LHR,09/12/2024,21:00,Italy,Rome,FCO,ONTIME,220
1421,London,Heathrow,LHR,09/12/2024,12:00,Italy,Milan,MXP,ONTIME,200
1422,London,Heathrow,LHR,09/12/2024,21:00,Italy,Milan,MXP,ONTIME,200
1423,Italy,Milan,MXP,09/12/2024,06:00,London,Heathrow,LHR,ONTIME,200
1424,Italy,Milan,MXP,09/12/2024,19:30,London,Heathrow,LHR,ONTIME,200
1425,Italy,Florence,FLR,09/12/2024,18:00,London,Heathrow,LHR,DELAYED,205
1426,London,Heathrow,LHR,09/12/2024,10:30,Italy,Naples,NAP,ONTIME,230
1427,Italy,Naples,NAP,09/12/2024,09:00,London,Heathrow,LHR,ONTIME,230
1428,Italy,Naples,NAP,09/12/2024,16:30,London,Heathrow,LHR,ONTIME,230
1429,London,Gatwick,LGW,09/12/2024,07:30,Italy,Rome,FCO,ONTIME,200
1430,London,Gatwick,LGW,09/12/2024,15:00,Italy,Rome,FCO,ONTIME,200
1431,London,Gatwick,LGW,09/12/2024,18:00,Italy,Rome,FCO,DELAYED,200
1432,Italy,Rome,FCO,09/12/2024,09:00,London,Gatwick,LGW,ONTIME,200
1433,Italy,Rome,FCO,09/12/2024,16:30,London,Gatwick,LGW,ONTIME,200
1434,Italy,Rome,FCO,09/12/2024,19:30,London,Gatwick,LGW,ONTIME,200
1435,London,Gatwick,LGW,09/12/2024,09:00,Italy,Milan,MXP,DELAYED,190
1436,London,Gatwick,LGW,09/12/2024,13:30,Italy,Milan,MXP,ONTIME,190
1437,London,Gatwick,LGW,09/12/2024,12:00,Italy,Venice,VCE,ONTIME,195
1438,London,Gatwick,LGW,09/12/2024,21:00,Italy,Venice,VCE,DELAYED,195
1439,Italy,Venice,VCE,09/12/2024,07:30,London,Gatwick,LGW,DELAYED,195
1440,Italy,Venice,VCE,09/12/2024,18:00,London,Gatwick,LGW,ONTIME,195
1441,London,Gatwick,LGW,09/12/2024,13:30,Italy,Florence,FLR,DELAYED,185
1442,Italy,Florence,FLR,09/12/2024,10:30,London,Gatwick,LGW,DELAYED,185
1443,Italy,Naples,NAP,09/12/2024,06:00,London,Gatwick,LGW,ONTIME,210
1444,Italy,Naples,NAP,09/12/2024,10:30,London,Gatwick,LGW,ONTIME,210
1445,Italy,Naples,NAP,09/12/2024,13:30,London,Gatwick,LGW,ONTIME,210
1446,Italy,Rome,FCO,09/12/2024,10:30,London,Stansted,STN,DELAYED,180
1447,Italy,Rome,FCO,09/12/2024,18:00,London,Stansted,STN,DELAYED,180
